Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location
"पञ्चाङ्ग-पठनम्",2024-07-02,03:00,2024-07-02,03:30,False,५१२६ क्रोधी-मिथुनम्-१८: अद्य पञ्चाङ्गं पठामः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/pathanam/080.png
"पञ्चाङ्ग-पठनम्",2024-07-03,03:00,2024-07-03,03:30,False,५१२६ क्रोधी-मिथुनम्-१९: अद्य पञ्चाङ्गं पठामः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/pathanam/081.png
"पञ्चाङ्ग-पठनम्",2024-07-04,03:00,2024-07-04,03:30,False,५१२६ क्रोधी-मिथुनम्-२०: अद्य पञ्चाङ्गं पठामः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/pathanam/082.png
"पञ्चाङ्ग-पठनम्",2024-07-05,03:00,2024-07-05,03:30,False,५१२६ क्रोधी-मिथुनम्-२१: अद्य पञ्चाङ्गं पठामः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/pathanam/083.png
"पञ्चाङ्ग-पठनम्",2024-07-06,03:00,2024-07-06,03:30,False,५१२६ क्रोधी-मिथुनम्-२२: अद्य पञ्चाङ्गं पठामः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/pathanam/084.png
"पञ्चाङ्ग-पठनम्",2024-07-07,03:00,2024-07-07,03:30,False,५१२६ क्रोधी-मिथुनम्-२३: अद्य पञ्चाङ्गं पठामः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/pathanam/085.png
"पञ्चाङ्ग-पठनम्",2024-07-08,03:00,2024-07-08,03:30,False,५१२६ क्रोधी-मिथुनम्-२४: अद्य पञ्चाङ्गं पठामः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/pathanam/086.png
"पञ्चाङ्ग-पठनम्",2024-07-09,03:00,2024-07-09,03:30,False,५१२६ क्रोधी-मिथुनम्-२५: अद्य पञ्चाङ्गं पठामः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/pathanam/087.png
"पञ्चाङ्ग-पठनम्",2024-07-10,03:00,2024-07-10,03:30,False,५१२६ क्रोधी-मिथुनम्-२६: अद्य पञ्चाङ्गं पठामः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/pathanam/088.png
"पञ्चाङ्ग-पठनम्",2024-07-11,03:00,2024-07-11,03:30,False,५१२६ क्रोधी-मिथुनम्-२७: अद्य पञ्चाङ्गं पठामः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/pathanam/089.png
"पञ्चाङ्ग-पठनम्",2024-07-12,03:00,2024-07-12,03:30,False,५१२६ क्रोधी-मिथुनम्-२८: अद्य पञ्चाङ्गं पठामः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/pathanam/090.png
"पञ्चाङ्ग-पठनम्",2024-07-13,03:00,2024-07-13,03:30,False,५१२६ क्रोधी-मिथुनम्-२९: अद्य पञ्चाङ्गं पठामः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/pathanam/091.png
"पञ्चाङ्ग-पठनम्",2024-07-14,03:00,2024-07-14,03:30,False,५१२६ क्रोधी-मिथुनम्-३०: अद्य पञ्चाङ्गं पठामः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/pathanam/092.png
"पञ्चाङ्ग-पठनम्",2024-07-15,03:00,2024-07-15,03:30,False,५१२६ क्रोधी-मिथुनम्-३१: अद्य पञ्चाङ्गं पठामः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/pathanam/093.png
"पञ्चाङ्ग-पठनम्",2024-07-16,03:00,2024-07-16,03:30,False,५१२६ क्रोधी-कर्कटः-१: अद्य पञ्चाङ्गं पठामः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/pathanam/094.png
