Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location
"केचिन्निषिद्ध-विषयाः",2024-06-22,06:00,2024-06-22,07:00,False,५१२६ क्रोधी-मिथुनम्-८: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0349.png
"त्रिपुष्कर-योगः 17:02▶03:26*",2024-06-23,04:00,2024-06-23,05:00,False,५१२६ क्रोधी-मिथुनम्-९: अद्य त्रिपुष्कर-योगः 17:02▶03:26*! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0350.png
"केचिन्निषिद्ध-विषयाः",2024-06-23,04:00,2024-06-23,05:00,False,५१२६ क्रोधी-मिथुनम्-९: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0351.png
"सोमश्रावणी-योगः 15:52▶",2024-06-24,04:00,2024-06-24,05:00,False,५१२६ क्रोधी-मिथुनम्-१०: अद्य सोमश्रावणी-योगः 15:52▶! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0352.png
"वैधृति-श्राद्धम्",2024-06-24,04:00,2024-06-24,05:00,False,५१२६ क्रोधी-मिथुनम्-१०: अद्य वैधृति-श्राद्धम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0353.png
"केचिन्निषिद्ध-विषयाः",2024-06-24,04:00,2024-06-24,05:00,False,५१२६ क्रोधी-मिथुनम्-१०: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0354.png
"अङ्गारकी कृष्णपिङ्गल-महागणपति सङ्कटहर-चतुर्थी-व्रतम्",2024-06-25,04:00,2024-06-25,05:00,False,५१२६ क्रोधी-मिथुनम्-११: अद्य अङ्गारकी कृष्णपिङ्गल-महागणपति सङ्कटहर-चतुर्थी-व्रतम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0355.png
"सुखा अङ्गारकी-चतुर्थी",2024-06-25,04:00,2024-06-25,05:00,False,५१२६ क्रोधी-मिथुनम्-११: अद्य सुखा अङ्गारकी-चतुर्थी! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0356.png
"श्रवण-व्रतम्",2024-06-25,04:00,2024-06-25,05:00,False,५१२६ क्रोधी-मिथुनम्-११: अद्य श्रवण-व्रतम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0357.png
"केचिन्निषिद्ध-विषयाः",2024-06-25,05:00,2024-06-25,06:00,False,५१२६ क्रोधी-मिथुनम्-११: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0358.png
"केचिन्निषिद्ध-विषयाः",2024-06-26,04:00,2024-06-26,05:00,False,५१२६ क्रोधी-मिथुनम्-१२: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0359.png
"केचिन्निषिद्ध-विषयाः",2024-06-27,04:00,2024-06-27,05:00,False,५१२६ क्रोधी-मिथुनम्-१३: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0360.png
"केचिन्निषिद्ध-विषयाः",2024-06-28,04:00,2024-06-28,05:00,False,५१२६ क्रोधी-मिथुनम्-१४: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0361.png
"ஏயர்கோன் கலிக்காம நாயன்மார் (29) குருபூஜை",2024-06-29,04:00,2024-06-29,05:00,False,५१२६ क्रोधी-मिथुनम्-१५: अद्य ஏயர்கோன் கலிக்காம நாயன்மார் (29) குருபூஜை! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0362.png
"तिन्दुकाष्टमी",2024-06-29,04:00,2024-06-29,05:00,False,५१२६ क्रोधी-मिथुनम्-१५: अद्य तिन्दुकाष्टमी! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0363.png
"त्रिलोचनाष्टमी",2024-06-29,04:00,2024-06-29,05:00,False,५१२६ क्रोधी-मिथुनम्-१५: अद्य त्रिलोचनाष्टमी! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0364.png
"विनायकाष्टमी",2024-06-29,05:00,2024-06-29,06:00,False,५१२६ क्रोधी-मिथुनम्-१५: अद्य विनायकाष्टमी! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0365.png
"शीतलाष्टमी",2024-06-29,05:00,2024-06-29,06:00,False,५१२६ क्रोधी-मिथुनम्-१५: अद्य शीतलाष्टमी! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0366.png
"केचिन्निषिद्ध-विषयाः",2024-06-29,05:00,2024-06-29,06:00,False,५१२६ क्रोधी-मिथुनम्-१५: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0367.png
"दुर्गा-स्वापनम्",2024-06-30,04:00,2024-06-30,05:00,False,५१२६ क्रोधी-मिथुनम्-१६: अद्य दुर्गा-स्वापनम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0368.png
"केचिन्निषिद्ध-विषयाः",2024-06-30,04:00,2024-06-30,05:00,False,५१२६ क्रोधी-मिथुनम्-१६: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0369.png
"केचिन्निषिद्ध-विषयाः",2024-07-01,04:00,2024-07-01,05:00,False,५१२६ क्रोधी-मिथुनम्-१७: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0370.png
"चिदम्बरे ध्वजारोहणम्/पञ्चमूर्ति-रथोत्सवः",2024-07-02,04:00,2024-07-02,05:00,False,५१२६ क्रोधी-मिथुनम्-१८: अद्य चिदम्बरे ध्वजारोहणम्/पञ्चमूर्ति-रथोत्सवः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0371.png
"कृत्तिका-व्रतम्",2024-07-02,04:00,2024-07-02,05:00,False,५१२६ क्रोधी-मिथुनम्-१८: अद्य कृत्तिका-व्रतम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0372.png
"कूर्म-जयन्ती",2024-07-02,04:00,2024-07-02,05:00,False,५१२६ क्रोधी-मिथुनम्-१८: अद्य कूर्म-जयन्ती! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0373.png
"सर्व-योगिनी-एकादशी",2024-07-02,05:00,2024-07-02,06:00,False,५१२६ क्रोधी-मिथुनम्-१८: अद्य सर्व-योगिनी-एकादशी! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0374.png
"त्रिपुष्कर-योगः 08:42▶04:38*",2024-07-02,05:00,2024-07-02,06:00,False,५१२६ क्रोधी-मिथुनम्-१८: अद्य त्रिपुष्कर-योगः 08:42▶04:38*! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0375.png
"केचिन्निषिद्ध-विषयाः",2024-07-02,05:00,2024-07-02,06:00,False,५१२६ क्रोधी-मिथुनम्-१८: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0376.png
"चिदम्बरे रजत-चन्द्रप्रभ-वाहनम्",2024-07-03,04:00,2024-07-03,05:00,False,५१२६ क्रोधी-मिथुनम्-१९: अद्य चिदम्बरे रजत-चन्द्रप्रभ-वाहनम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0377.png
"पापनाशिनी-महाद्वादशी",2024-07-03,04:00,2024-07-03,05:00,False,५१२६ क्रोधी-मिथुनम्-१९: अद्य पापनाशिनी-महाद्वादशी! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0378.png
"प्रदोष-व्रतम् 18:35▶20:00",2024-07-03,04:00,2024-07-03,05:00,False,५१२६ क्रोधी-मिथुनम्-१९: अद्य प्रदोष-व्रतम् 18:35▶20:00! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0379.png
"केचिन्निषिद्ध-विषयाः",2024-07-03,05:00,2024-07-03,06:00,False,५१२६ क्रोधी-मिथुनम्-१९: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0380.png
"चिदम्बरे स्वर्ण-सूर्यप्रभ-वाहनम्",2024-07-04,04:00,2024-07-04,05:00,False,५१२६ क्रोधी-मिथुनम्-२०: अद्य चिदम्बरे स्वर्ण-सूर्यप्रभ-वाहनम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0381.png
"दिनक्षयः",2024-07-04,04:00,2024-07-04,05:00,False,५१२६ क्रोधी-मिथुनम्-२०: अद्य दिनक्षयः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0382.png
"मासशिवरात्रिः",2024-07-04,04:00,2024-07-04,05:00,False,५१२६ क्रोधी-मिथुनम्-२०: अद्य मासशिवरात्रिः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0383.png
"केचिन्निषिद्ध-विषयाः",2024-07-04,05:00,2024-07-04,06:00,False,५१२६ क्रोधी-मिथुनम्-२०: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0384.png
"भोगशायि-पूजा",2024-07-05,04:00,2024-07-05,05:00,False,५१२६ क्रोधी-मिथुनम्-२१: अद्य भोगशायि-पूजा! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0385.png
"चिदम्बरे रजत-भूत-वाहनम्",2024-07-05,04:00,2024-07-05,05:00,False,५१२६ क्रोधी-मिथुनम्-२१: अद्य चिदम्बरे रजत-भूत-वाहनम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0386.png
"पार्वणव्रतम् अमावास्यायाम्",2024-07-05,04:00,2024-07-05,05:00,False,५१२६ क्रोधी-मिथुनम्-२१: अद्य पार्वणव्रतम् अमावास्यायाम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0387.png
"पिण्ड-पितृ-यज्ञः",2024-07-05,05:00,2024-07-05,06:00,False,५१२६ क्रोधी-मिथुनम्-२१: अद्य पिण्ड-पितृ-यज्ञः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0388.png
"सर्व-ज्यैष्ठ-अमावास्या (अलभ्यम्–आर्द्रा)",2024-07-05,05:00,2024-07-05,06:00,False,५१२६ क्रोधी-मिथुनम्-२१: अद्य सर्व-ज्यैष्ठ-अमावास्या (अलभ्यम्–आर्द्रा)! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0389.png
"केचिन्निषिद्ध-विषयाः",2024-07-05,05:00,2024-07-05,06:00,False,५१२६ क्रोधी-मिथुनम्-२१: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0390.png
"चिदम्बरे रजत-ऋषभ-वाहनम्",2024-07-06,04:00,2024-07-06,05:00,False,५१२६ क्रोधी-मिथुनम्-२२: अद्य चिदम्बरे रजत-ऋषभ-वाहनम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0391.png
"दर्शेष्टिः",2024-07-06,04:00,2024-07-06,05:00,False,५१२६ क्रोधी-मिथुनम्-२२: अद्य दर्शेष्टिः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0392.png
"काञ्ची २५ जगद्गुरु श्री-सच्चिदानन्दघनेन्द्र सरस्वती आराधना #१४७७",2024-07-06,04:00,2024-07-06,05:00,False,५१२६ क्रोधी-मिथुनम्-२२: अद्य काञ्ची २५ जगद्गुरु श्री-सच्चिदानन्दघनेन्द्र सरस्वती आराधना #१४७७! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0393.png
"पार्वण-प्रायश्चित्तावकाशः दर्शे",2024-07-06,05:00,2024-07-06,06:00,False,५१२६ क्रोधी-मिथुनम्-२२: अद्य पार्वण-प्रायश्चित्तावकाशः दर्शे! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0394.png
"दर्श-स्थालीपाकः",2024-07-06,05:00,2024-07-06,06:00,False,५१२६ क्रोधी-मिथुनम्-२२: अद्य दर्श-स्थालीपाकः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0395.png
"त्रिपुष्कर-योगः 04:26*▶04:46*",2024-07-06,05:00,2024-07-06,06:00,False,५१२६ क्रोधी-मिथुनम्-२२: अद्य त्रिपुष्कर-योगः 04:26*▶04:46*! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0396.png
"वाराही-नवरात्र-आरम्भः",2024-07-06,05:00,2024-07-06,06:00,False,५१२६ क्रोधी-मिथुनम्-२२: अद्य वाराही-नवरात्र-आरम्भः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0397.png
"केचिन्निषिद्ध-विषयाः",2024-07-06,06:00,2024-07-06,07:00,False,५१२६ क्रोधी-मिथुनम्-२२: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0398.png
"अमृतलक्ष्मी-व्रतम्",2024-07-07,04:00,2024-07-07,05:00,False,५१२६ क्रोधी-मिथुनम्-२३: अद्य अमृतलक्ष्मी-व्रतम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0399.png
"चन्द्र-दर्शनम् 18:36▶19:54",2024-07-07,04:00,2024-07-07,05:00,False,५१२६ क्रोधी-मिथुनम्-२३: अद्य चन्द्र-दर्शनम् 18:36▶19:54! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0400.png
"चिदम्बरे रजत-गजवाहनम्",2024-07-07,04:00,2024-07-07,05:00,False,५१२६ क्रोधी-मिथुनम्-२३: अद्य चिदम्बरे रजत-गजवाहनम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0401.png
"जगन्नाथ-रथ-यात्रा",2024-07-07,05:00,2024-07-07,06:00,False,५१२६ क्रोधी-मिथुनम्-२३: अद्य जगन्नाथ-रथ-यात्रा! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0402.png
"रविपुष्य-योगः",2024-07-07,05:00,2024-07-07,06:00,False,५१२६ क्रोधी-मिथुनम्-२३: अद्य रविपुष्य-योगः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0403.png
"केचिन्निषिद्ध-विषयाः",2024-07-07,05:00,2024-07-07,06:00,False,५१२६ क्रोधी-मिथुनम्-२३: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0404.png
"चिदम्बरे कैलास-वाहनम्",2024-07-08,04:00,2024-07-08,05:00,False,५१२६ क्रोधी-मिथुनम्-२४: अद्य चिदम्बरे कैलास-वाहनम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0405.png
"புகழ்த்துணை நாயன்மார் (56) குருபூஜை",2024-07-08,04:00,2024-07-08,05:00,False,५१२६ क्रोधी-मिथुनम्-२४: अद्य புகழ்த்துணை நாயன்மார் (56) குருபூஜை! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0406.png
"केचिन्निषिद्ध-विषयाः",2024-07-08,04:00,2024-07-08,05:00,False,५१२६ क्रोधी-मिथुनम्-२४: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0407.png
"चिदम्बरे भिक्षाटन-स्वर्णरथः",2024-07-09,04:00,2024-07-09,05:00,False,५१२६ क्रोधी-मिथुनम्-२५: अद्य चिदम्बरे भिक्षाटन-स्वर्णरथः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0408.png
"सुखा अङ्गारकी-चतुर्थी",2024-07-09,04:00,2024-07-09,05:00,False,५१२६ क्रोधी-मिथुनम्-२५: अद्य सुखा अङ्गारकी-चतुर्थी! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0409.png
"शुक्ल-चतुर्थी-व्रतम्",2024-07-09,04:00,2024-07-09,05:00,False,५१२६ क्रोधी-मिथुनम्-२५: अद्य शुक्ल-चतुर्थी-व्रतम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0410.png
"केचिन्निषिद्ध-विषयाः",2024-07-09,05:00,2024-07-09,06:00,False,५१२६ क्रोधी-मिथुनम्-२५: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0411.png
"चिदम्बरे रथोत्सवः",2024-07-10,04:00,2024-07-10,05:00,False,५१२६ क्रोधी-मिथुनम्-२६: अद्य चिदम्बरे रथोत्सवः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0412.png
"மாணிக்கவாசகர் குருபூஜை",2024-07-10,04:00,2024-07-10,05:00,False,५१२६ क्रोधी-मिथुनम्-२६: अद्य மாணிக்கவாசகர் குருபூஜை! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0413.png
"व्यतीपात-श्राद्धम्",2024-07-10,04:00,2024-07-10,05:00,False,५१२६ क्रोधी-मिथुनम्-२६: अद्य व्यतीपात-श्राद्धम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0414.png
"केचिन्निषिद्ध-विषयाः",2024-07-10,05:00,2024-07-10,06:00,False,५१२६ क्रोधी-मिथुनम्-२६: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0415.png
"அமரநீதி நாயன்மார் (7) குருபூஜை",2024-07-11,04:00,2024-07-11,05:00,False,५१२६ क्रोधी-मिथुनम्-२७: अद्य அமரநீதி நாயன்மார் (7) குருபூஜை! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0416.png
"चिदम्बरे नटराजस्य राजसभायां महाभिषेकः",2024-07-11,04:00,2024-07-11,05:00,False,५१२६ क्रोधी-मिथुनम्-२७: अद्य चिदम्बरे नटराजस्य राजसभायां महाभिषेकः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0417.png
"काञ्ची ३५ जगद्गुरु श्री-चित्सुखेन्द्र सरस्वती आराधना #१२८८",2024-07-11,04:00,2024-07-11,05:00,False,५१२६ क्रोधी-मिथुनम्-२७: अद्य काञ्ची ३५ जगद्गुरु श्री-चित्सुखेन्द्र सरस्वती आराधना #१२८८! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0418.png
"कुमार-षष्ठी-व्रतम्",2024-07-11,05:00,2024-07-11,06:00,False,५१२६ क्रोधी-मिथुनम्-२७: अद्य कुमार-षष्ठी-व्रतम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0419.png
"நடராஜர் ஆனி திருமஞ்சனம்",2024-07-11,05:00,2024-07-11,06:00,False,५१२६ क्रोधी-मिथुनम्-२७: अद्य நடராஜர் ஆனி திருமஞ்சனம்! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0420.png
"स्कन्द-पञ्चमी",2024-07-11,05:00,2024-07-11,06:00,False,५१२६ क्रोधी-मिथुनम्-२७: अद्य स्कन्द-पञ्चमी! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0421.png
"शमी-गौरी-व्रतम्",2024-07-11,05:00,2024-07-11,06:00,False,५१२६ क्रोधी-मिथुनम्-२७: अद्य शमी-गौरी-व्रतम्! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0422.png
"केचिन्निषिद्ध-विषयाः",2024-07-11,06:00,2024-07-11,07:00,False,५१२६ क्रोधी-मिथुनम्-२७: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0423.png
"चिदम्बरे मुत्तुप्पल्लक्कु",2024-07-12,04:00,2024-07-12,05:00,False,५१२६ क्रोधी-मिथुनम्-२८: अद्य चिदम्बरे मुत्तुप्पल्लक्कु! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0424.png
"केचिन्निषिद्ध-विषयाः",2024-07-12,04:00,2024-07-12,05:00,False,५१२६ क्रोधी-मिथुनम्-२८: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0425.png
"वैवस्वत-सप्तमी",2024-07-13,04:00,2024-07-13,05:00,False,५१२६ क्रोधी-मिथुनम्-२९: अद्य वैवस्वत-सप्तमी! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0426.png
"केचिन्निषिद्ध-विषयाः",2024-07-13,04:00,2024-07-13,05:00,False,५१२६ क्रोधी-मिथुनम्-२९: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0427.png
"महिषघ्नी-पूजा",2024-07-14,04:00,2024-07-14,05:00,False,५१२६ क्रोधी-मिथुनम्-३०: अद्य महिषघ्नी-पूजा! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0428.png
"सुदर्शन-जयन्ती",2024-07-14,04:00,2024-07-14,05:00,False,५१२६ क्रोधी-मिथुनम्-३०: अद्य सुदर्शन-जयन्ती! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0429.png
"केचिन्निषिद्ध-विषयाः",2024-07-14,04:00,2024-07-14,05:00,False,५१२६ क्रोधी-मिथुनम्-३०: अद्य केचिन्निषिद्ध-विषयाः! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0430.png
"ऐन्द्री-दुर्गा-पूजा",2024-07-15,04:00,2024-07-15,05:00,False,५१२६ क्रोधी-मिथुनम्-३१: अद्य ऐन्द्री-दुर्गा-पूजा! #adyatithi #अद्यतिथिः,https://raw.githubusercontent.com/karthikraman/panchangam/master/png/Chennai-5126/Chennai-5126-fest-tweet-0431.png
